TLANAME,CRASHROAD,CRASHDIST,CRASHDIRN,INTSN,SIDEROAD,CRASHID,CRASHDATE,CRASHDOW,CRASHTIME,MVMT,VEHICLES,CAUSES,OBJECTSSTRUCK,ROADCURVE,ROADWET,LIGHT,WTHRa,JUNCTYPE,TRAFCTRL,ROADMARK,SPDLIM,CRASHFATALCNT,CRASHSEVCNT,CRASHMINCNT,PERSAGE1,PERSAGE2,EASTING,NORTHING
Ashburton District,1S/416/13.234,, ,I,WALNUT AVENUE,201449022,08/11/2014,Sat,1650,HA,CN1C,302A 375A ,,E,D,BF,F ,R,G,R,50,0,0,0,,,1500107,5138707
Ashburton District,WEST ST,, ,I,WALNUT AVENUE,201438787,20/04/2014,Sun,2216,HA,CS2C,302A 375A ,,E,W,DO,L ,R,G,R,50,0,0,0,,,1500093,5138707
Ashburton District,1S/416/13.365,100,W, ,WALNUT AVENUE,201432645,20/02/2014,Thu,1205,FD,CE1TC4,181A 330A 181B ,,R,D,B ,F , ,N,P,50,0,0,0,,,1500020,5138625
Ashburton District,1S/416/13.535,270,S, ,WALNUT AVENUE,201448100,23/10/2014,Thu,840,FD,TN1C,331A ,,R,D,B ,F , , ,P,50,0,0,0,,,1499895,5138509
Ashburton District,1S/416/13.901,30,S, ,WILLS ST,201446741,25/10/2014,Sat,1140,FD,CS1CC,331A 352A ,,R,D,B ,F , ,N,C,50,0,0,0,,,1499628,5138260
Ashburton District,1S/416/14.112,, ,I,HAVELOCK ST,201438999,13/06/2014,Fri,1721,LB,CS1C,303B ,,R,D,DO,F ,X,T,L,50,0,0,0,,,1499472,5138116
Ashburton District,1S/416/14.112,, ,I,HAVELOCK ST,201448117,14/11/2014,Fri,210,FE,TS1C,181A 331A ,,R,D,DO,F ,X,T,C,50,0,0,0,,,1499472,5138116
Ashburton District,1S/416/14.112,, ,I,HAVELOCK ST,201411207,15/02/2014,Sat,1720,FE,CS1C,130A 427A 504A ,,R,D,B ,F ,X,T,C,50,0,0,1,,,1499472,5138116
Ashburton District,1S/430/0,, ,I,MOORE ST,201440009,03/07/2014,Thu,1810,LB,CS1C,303B 387B ,,R,D,DO,F ,X,T,C,50,0,0,0,,,1499208,5137868
Ashburton District,1S/430/0,, ,I,MOORE ST,201439880,03/07/2014,Thu,1755,LB,CN2C,303B 375B ,,R,D,TO,F ,X,T,C,50,0,0,0,,,1499208,5137868
Ashburton District,1S/430/0,, ,I,MOORE ST,201447686,22/11/2014,Sat,930,LB,4N1C,103A 303B 353B ,,R,D,BF,F ,X,T,R,50,0,0,0,,,1499208,5137868
Ashburton District,1S/430/0.125,, ,I,KERMODE ST WEST,201436793,27/05/2014,Tue,1600,JA,CE1C,301B 375B ,,M,D,B ,F ,T,S,C,50,0,0,0,,,1499139,5137766
Ashburton District,1S/430/0.178,20,N, ,EAST ST,201412227,24/01/2014,Fri,1624,CB,CN1,129A 134A 500A ,G,R,D,BF,F , ,N,R,50,0,0,1,,,1499117,5137718
Ashburton District,1S/430/0.198,, ,I,EAST ST,201415071,02/07/2014,Wed,1650,NB,TN1E,713B ,,E,D,O ,F ,T,G,C,50,0,1,0,11,,1499109,5137699
Ashburton District,1S/430/0.2,200,S, ,MOORE ST,201435023,10/04/2014,Thu,1158,MA,TN1CC,330B 373B ,M,R,W,O ,F , ,N,C,50,0,0,0,,,1499108,5137698
Ashburton District,1S/430/0.374,5,N, ,SOUTH ST,201418759,23/12/2014,Tue,1156,FD,VN1C,181A 330A ,,R,D,B ,F ,T,G,C,50,0,0,1,,,1498998,5137567
Ashburton District,1S/430/0.379,, ,I,SOUTH ST,201450467,09/12/2014,Tue,1130,LB,CW1T,303B 375B ,,R,D,OF,F ,T,G,L,50,0,0,0,,,1498995,5137564
Ashburton District,1S/430/1.341,, ,I,MELCOMBE ST,201415539,23/07/2014,Wed,1220,LB,CN1V,303B 330B ,,R,D,B ,F ,T,G,C,50,0,1,1,,,1498232,5136976
Ashburton District,1S/430/1.635,100,N, ,WILKIN ST,201431681,12/02/2014,Wed,1750,MC,VS1C,372B ,,R,W,O ,H , , ,C,50,0,0,0,,,1498001,5136796
Ashburton District,1S/430/1.735,, ,I,WILKIN ST,201442813,25/08/2014,Mon,830,JA,VS1C,301B 375B ,,R,D,O ,F ,T,S,C,50,0,0,0,,,1497922,5136734
Ashburton District,1S/430/2.01,, ,I,MANCHESTER ST,201446107,13/10/2014,Mon,1024,JA,CW1V,301B 375B ,,R,D,B ,F ,T,S,P,50,0,0,0,,,1497706,5136565
Ashburton District,1S/430/2.146,40,W, ,MELCOMBE ST CROSSING,201439474,03/06/2014,Tue,839,FD,CN1C,181A 363A 902 ,,R,D,B ,F , ,N,C,50,0,0,0,,,1497598,5136481
Ashburton District,1S/430/2.293,, ,I,JOHNSTONE ST,201432146,21/01/2014,Tue,1210,JA,CW1C,301B 375B ,,R,D,B ,F ,T,S,C,50,0,0,0,,,1497482,5136391
Ashburton District,1S/430/2.512,, ,I,AGNES ST,201418510,15/11/2014,Sat,1950,HA,CS1C,103B 301B ,H,R,D,BF,F ,X,S,C,50,0,0,1,,,1497309,5136257
Ashburton District,1S/430/2.734,, ,I,GRAHAM ST,201444077,09/07/2014,Wed,1710,JA,CS1C,301B 375B ,,R,D,OF,F ,T,S,P,50,0,0,0,,,1497133,5136120
Ashburton District,1S/430/2.808,680,N, ,MARONAN ROAD,201439479,04/07/2014,Fri,1540,FA,TN1C,132A 387A ,,M,D,O ,F , ,N,C,100,0,0,0,,,1497075,5136075
Ashburton District,1S/430/2.834,100,S, ,GRAHAM ST,201413363,05/06/2014,Thu,1105,CB,CW1T,129A 361A ,M,R,D,B ,F , , ,C,50,0,0,2,,,1497054,5136059
Ashburton District,1S/430/2.854,100,E, ,JANE ST,201447972,22/11/2014,Sat,1730,MC,CW1C,381B 901 903 ,,R,W,O ,HS, , ,C,50,0,0,0,,,1497039,5136047
Ashburton District,1S/430/9.947,1170,S, ,WINSLOW WILLOWBY ROAD,201418727,24/11/2014,Mon,830,AO,TW1C,372A 150B 692B ,V,R,D,B ,F , , ,C,100,0,2,0,,,1491441,5131691
Ashburton District,1S/430/11.961,650,S, ,CHATMOS ROAD,201400161,28/07/2014,Mon,2038,BA,4N1T,129A 205A ,,R,D,DN,F , , ,C,100,1,0,1,,,1489849,5130456
Ashburton District,1S/430/16.206,300,N, ,HINDS RIV BR,201439891,28/06/2014,Sat,1453,BA,CN1C,133A ,,R,D,B ,F , , ,L,100,0,0,0,,,1486499,5127851
Ashburton District,1S/430/16.436,900,S, ,LYNNFORD ROAD,201431706,10/01/2014,Fri,1615,FA,CN1CT,331A 197C ,E,R,D,B ,F , , ,C,100,0,0,0,,,1486317,5127710
Ashburton District,1S/447/0.001,, ,A,HINDS RIV BR,201436465,30/01/2014,Thu,2340,AB,CS1T,154A 434A ,,R,D,DN,F , ,N,C,100,0,0,0,,,1486262,5127668
Ashburton District,1S/447/1.293,100,S, ,ISLEWORTH ROAD,201410043,05/02/2014,Wed,1420,JA,CN1C,308B 377B 839 922 ,,R,D,B ,F ,D, ,P,70,0,0,2,,,1485283,5126832
Ashburton District,1S/447/1.642,40,W, ,CRACROFT ST,201444409,30/08/2014,Sat,1210,FA,VE1V,181A 331A ,,R,D,B ,F , , ,C,100,0,0,0,,,1485008,5126617
Ashburton District,1S/447/6.858,1530,S, ,FRISBYS ROAD,201400086,18/04/2014,Fri,312,PA,CS1E,722B 724B 901 ,,R,W,DN,H , ,N,C,100,1,0,0,80,,1480283,5124513
Ashburton District,1S/447/8.665,, ,I,TILSONS ROAD,201418448,25/12/2014,Thu,1740,CC,CE1,130A 412A ,F,R,D,B ,F ,X,G,C,100,0,0,1,,,1478588,5123887
Ashburton District,1S/447/10.146,200,N, ,GIDDINGS ROAD,201446382,28/08/2014,Thu,1840,QG,4W1,136A 665A ,,R,D,DO,F , ,N,C,100,0,0,0,,,1477202,5123366
Ashburton District,1S/447/11.287,3000,N, ,WITHELLS ROAD,201448104,21/11/2014,Fri,1200,CA,CS1,129A 130A 352A ,V,R,D,B ,F , , ,C,100,0,0,0,,,1476136,5122961
Ashburton District,1S/447/13.787,500,E, ,EALING ROAD,201434830,17/03/2014,Mon,1740,CB,ON1,129A 330A ,G,R,D,ON,F , ,N,C,100,0,0,0,,,1473799,5122073
Ashburton District,1S/462/0.058,1000,W, ,EALING ROAD,201444186,18/07/2014,Fri,635,CA,4W1,135A 802 ,B,R,I,DN,FF, ,N,C,100,0,0,0,,,1472495,5121346
Ashburton District,77/0/0.1,100,N, ,SH 1S,201434482,26/04/2014,Sat,250,CB,VN1,103A 133A ,H,R,D,DO,F , , ,C,50,0,0,0,,,1499140,5137941
Ashburton District,PARK ST,, ,I,77/0/0.222,201436925,22/05/2014,Thu,1035,HA,CE24,301A ,,R,D,O ,F ,X,S,C,50,0,0,0,,,1499056,5138030
Ashburton District,77/0/3.678,200,S, ,SMYTHS ROAD,201436780,12/05/2014,Mon,2245,DA,CN1,103A 410A ,T,E,W,DN,F , ,N,C,100,0,0,0,,,1497783,5141193
Ashburton District,77/0/5.827,, ,I,RACECOURSE ROAD,201439929,12/06/2014,Thu,1720,FD,4N1CC,181A ,,R,D,DN,F ,T,G,C,100,0,0,0,,,1498098,5143290
Ashburton District,ASHBURTON STAVELEY ROAD,, ,I,METHVEN HIGHWAY,201434838,05/04/2014,Sat,1813,DB,CN2,103A 111A 131A ,C,R,W,OF,M ,T,S,C,100,0,0,0,,,1498131,5143490
Ashburton District,77/0/11.93,200,S, ,OLLIVERS ROAD,201441445,15/07/2014,Tue,2115,EC,CN1,912,W,R,D,DN,F , ,N,C,100,0,0,0,,,1495120,5148345
Ashburton District,77/0/12.13,, ,I,WINCHMORE LAURISTON ROAD,201434038,12/04/2014,Sat,1115,GE,4N1C,157A 160A 387A ,,R,W,O ,F ,X,S,C,100,0,0,0,,,1494994,5148501
Ashburton District,77/17/5.379,, ,I,THOMPSONS TRACK,201436940,12/05/2014,Mon,1845,DC,VN1,335A 404A ,SX,E,D,DN,F ,X,G,C,100,0,0,0,,,1490671,5156492
Ashburton District,THOMPSONS TRACK,, ,I,77/17/5.379,201437668,07/06/2014,Sat,1815,DC,CW1,380A 801 904 ,X,M,W,DN,M ,X,G,C,100,0,0,0,,,1490671,5156492
Ashburton District,77/33/0.13,, ,I,FOREST DRIVE,201416283,02/09/2014,Tue,1009,HA,CW24,302A ,,R,D,B ,F ,X,G,C,50,0,0,1,,,1490858,5168029
Auckland,1 LINK 16,100,W, ,SH 1N,201442531,07/09/2014,Sun,751,FF,TW1C,181A 191B ,,E,D,BF,F , ,N,N,80,0,0,0,,,1756842,5919165
Auckland,1 LINK 20 SBD,100,E, ,GREAT SOUTH OBR,201400061,21/03/2014,Fri,258,DA,TW1,111A 131A ,GT,M,D,DO,F , , ,C,100,1,0,0,,,1767886,5903891
Auckland,1 LINK 20 SBD,100,N, ,MANUKAU OFF NBD,201438401,15/06/2014,Sun,740,DA,CS1,101A 131A 412A ,P,E,D,O ,F , , ,C,100,0,0,0,,,1767836,5903898
Auckland,1 LINK 20 SBD,200,S, ,SH 20,201415713,20/08/2014,Wed,709,AC,TS1C,129A ,,M,W,BF,F , ,N,N,100,0,0,1,,,1767935,5903888
Auckland,16 LINK 1,200,W, ,SH 1N,201443956,30/09/2014,Tue,1744,FD,4E1CCC,331A 358A ,,R,D,BF,F , ,N,N,80,0,0,0,,,1756614,5919216
Auckland,16 LINK 1 NBD,, ,I,NELSON OFF 16 NBD,201439023,20/06/2014,Fri,1615,FD,CE1C,181A ,,R,D,BF,F ,Y,N,R,100,0,0,0,,,1756460,5919158
Auckland,16 LINK 1 WBD,200,S, ,KARANGAHAPE OBR,201437066,10/04/2014,Thu,252,BF,CS1T,101A 111A 131A 206A 817 ,,M,D,DO,F , , ,N,80,0,0,0,,,1756610,5919230
Auckland,20 LINK 1 NBD,300,S, ,SH 1N,201445861,16/10/2014,Thu,816,FD,TN14C,111A 331A 358A ,CG,E,D,B ,F , , ,N,100,0,0,0,,,1767911,5903937
Auckland,20 LINK 1 SBD,220,E, ,20 LINK 1 NBD,201418611,18/10/2014,Sat,18,DA,CE1,103A 129A ,G,M,W,DO,H , ,N,N,100,0,0,1,,,1768104,5903893
Auckland,20 LINK 1 SBD,130,E, ,SH 20,201437669,22/04/2014,Tue,1831,DA,CE1,102A 410A ,G,E,D,DO,F , , ,C,100,0,0,0,,,1768016,5903915
Auckland,A DWY UNITEC INSTITUTE,50,N, ,SEGAR AVENUE,201412204,02/04/2014,Wed,1724,MO,MW1,101A 131A ,K,E,D,O ,F , , ,N,50,0,1,0,,,1752555,5917656
Auckland,ABBOTTS WAY,60,W, ,GRAND DRIVE,201411811,27/02/2014,Thu,1132,EA,CW1C,129A 504A ,M,R,D,BF,F , ,N,C,50,0,0,1,,,1762147,5916088
Auckland,ABBOTTS WAY,25,N, ,KENNETH SMALL PLACE,201432026,29/01/2014,Wed,709,CB,CE1,130A 645A ,P,R,D,B ,F , , ,C,50,0,0,0,,,1762711,5916091
Auckland,ABBOTTS WAY,130,E, ,LADIES MILE,201437904,20/05/2014,Tue,630,MC,CW1C,372B ,,R,D,DO,F , ,N,C,50,0,0,0,,,1761536,5915966
Auckland,ABBOTTS WAY,250,E, ,LADIES MILE,201416101,05/09/2014,Fri,552,CA,VW1,132A 330A 632A 901 ,,R,W,DO,H , , ,C,50,0,0,1,,,1761652,5915995
Auckland,ABBOTTS WAY,300,E, ,LADIES MILE,201410399,14/01/2014,Tue,1710,JA,CE1C,308B 375B 930 ,,R,D,OF,F ,D,N,C,50,0,0,1,,,1761701,5916003
Auckland,ABBOTTS WAY,10,W, ,NGAHUE DRIVE,201434356,11/04/2014,Fri,1730,FE,CE1C,331A ,,R,D,TO,F ,X,T,C,50,0,0,0,,,1763190,5915990
Auckland,ABBOTTS WAY,250,W, ,NGAHUE DRIVE,201435214,20/03/2014,Thu,1306,EA,CW1C,129A ,M,E,D,B ,F , , ,C,50,0,0,0,,,1762958,5916036
Auckland,ABERDEEN ROAD,50,W, ,RAE ROAD,201411094,17/03/2014,Mon,1520,NA,CW1E,306A 376A ,,R,D,B ,F , , ,X,50,0,0,1,10,,1757054,5930943
Auckland,ABERFELDY AVENUE,, ,I,BALLATER PLACE,201447152,05/11/2014,Wed,100,DC,CW2,103A 357A 506A 512A ,H,R,W,DO,F ,T,G,C,50,0,0,0,,,1770097,5914549
Auckland,ABIRU CRESCENT E,, ,I,BICKNELL ROAD,201441742,14/06/2014,Sat,1612,QG,CW1,682A ,F,R,D,B ,F ,T,G,C,50,0,0,0,,,1761822,5908626
Auckland,ACCENT DRIVE,, ,I,CHAPEL ROAD,201439262,21/06/2014,Sat,1119,FB,CE1C,181A 387A ,,E,D,O ,F ,X,T,C,60,0,0,0,,,1769928,5908142
Auckland,ACCENT DRIVE,, ,I,LADY RUBY DRIVE,201433787,01/04/2014,Tue,705,FB,CN1C,181A ,,R,D,B ,F ,T,G,C,50,0,0,0,,,1769136,5909159
Auckland,ACCESS ROAD,, ,I,SHAMROCK DRIVE,201413795,14/06/2014,Sat,2124,KB,CS1C,300B ,,R,D,DO,F ,T,N,C,50,0,0,1,,,1738918,5928715
Auckland,ACCESS ROAD,, ,I,WAITAKERE ROAD,201432764,05/03/2014,Wed,1330,JA,VS1C,145A 301B 387B 901 ,,R,W,O ,H ,T,S,C,50,0,0,0,,,1738901,5928687
Auckland,ADDINGTON AVENUE,190,E, ,ROMNEY PLACE,201437299,11/06/2014,Wed,1820,EA,CE1T,103A 129A ,M,M,D,DO,F , ,N,C,50,0,0,0,,,1766729,5901398
Auckland,ADDINGTON AVENUE,50,E, ,ROWANDALE AVENUE,201410016,16/02/2014,Sun,1345,PO,CW1E,357A 514A 720B ,,R,D,B ,F , , ,N,50,0,1,0,32,,1766521,5901327
Auckland,ADRIENNE PLACE,80,S, ,CLARKE ROAD,201449636,22/12/2014,Mon,1309,CA,CS1C,112A 130A 514A ,MP,R,D,B ,F , , ,N,50,0,0,0,,,1758629,5913526
Auckland,AHUROA ROAD,500,E, ,TUNNEL ROAD,201431229,02/03/2014,Sun,100,DB,CW1,131A 402A ,F,M,D,DN,F , ,N,C,80,0,0,0,,,1746462,5958940
Auckland,AIRFIELD ROAD,100,E, ,CORSAIR LANE,201449623,17/12/2014,Wed,1430,DB,CE1,111A 131A 801 ,,E,W,O ,L , , ,C,70,0,0,0,,,1774690,5900154
Auckland,AIRFIELD ROAD,650,W, ,MILL ROAD,201445623,05/10/2014,Sun,700,CA,CW1,112A 129A 130A ,P,R,W,O ,F , , ,C,70,0,0,0,,,1772626,5899389
Auckland,AIRFIELD ROAD,250,E, ,PORCHESTER ROAD,201446556,17/10/2014,Fri,1507,QG,VW1C,402A 687A ,,R,D,O ,F , , ,C,70,0,0,0,,,1771956,5899141
Auckland,AIRFIELD ROAD,, ,I,PORCHESTER ROAD,201411076,01/01/2014,Wed,615,KA,SW1C,302B 375B ,,R,D,B ,F ,R,G,R,50,0,0,1,,72,1771716,5899043
Auckland,AIRPARK DRIVE,50,W, ,LANDING DRIVE,201410040,03/02/2014,Mon,1415,JA,CE1C,308B 378B 835 929 ,,E,D,B ,F ,D, ,C,50,0,0,2,,,1758716,5904717
Auckland,AITKEN TERRACE,30,E, ,MOSTYN ST,201448388,23/12/2014,Tue,900,MC,CE1C,372B ,,R,D,B ,F , ,N,N,50,0,0,0,,,1756097,5918340
Auckland,AKARANA AVENUE,, ,I,QUEST TERRACE,201415262,29/07/2014,Tue,1803,QB,CN1,428A ,P,R,D,ON,F ,T,G,C,50,0,0,1,,,1755512,5914257
Auckland,AKIRAHO ST,15,W, ,MOUNT EDEN ROAD,201442663,15/07/2014,Tue,820,MO,CW1C,385A ,M,R,D,BF,F , ,N,C,50,0,0,0,,,1756918,5918244
Auckland,AKORANGA DRIVE,20,S, ,COLLEGE ROAD,201415711,12/08/2014,Tue,1645,NB,CN1E,713B ,,R,W,TF,HS, ,N,C,50,0,0,1,18,,1756516,5926281
Auckland,AKORANGA DRIVE,50,S, ,KITEWAO ST,201417397,24/11/2014,Mon,1927,NA,CS1E,194A 713B ,,R,D,O ,F , , ,P,50,0,0,1,23,,1756386,5926411
Auckland,AKORANGA DRIVE,50,E, ,NORTHCOTE ROAD,201418565,28/11/2014,Fri,1730,JA,CN1C,308B 922 ,,R,D,OF,F ,D,N,P,50,0,0,1,,,1756002,5926750
Auckland,AKORANGA DRIVE,100,S, ,NORTHCOTE ROAD,201447825,17/10/2014,Fri,1743,JA,4N14,308B 314B 377B 925 ,,R,D,BF,FS,D,N,P,50,0,0,0,,,1756036,5926714
Auckland,AKORANGA DRIVE,200,S, ,NORTHCOTE ROAD,201412291,09/05/2014,Fri,1638,LB,CN1C,303B 375B 927 ,,R,W,O ,F ,D,N,C,50,0,1,0,,,1756104,5926640
Auckland,AKORANGA DRIVE,300,S, ,NORTHCOTE ROAD,201443031,28/08/2014,Thu,1732,AA,4N1C,372A ,,R,D,B ,F , , ,C,50,0,0,0,,,1756177,5926573
Auckland,AKORANGA DRIVE,, ,I,NORTHCOTE ROAD,201447826,12/11/2014,Wed,1745,FE,CW1C,181A 191B ,,R,D,OF,F ,T,T,R,50,0,0,0,,,1755962,5926779
Auckland,AKORANGA DRIVE,150,N, ,THE WAREHOUSE WAY,201443243,26/08/2014,Tue,1712,FA,BN1CC,129A 386A ,,E,D,O ,F , , ,C,50,0,0,0,,,1756687,5926066
Auckland,AKORANGA OFF NBD,, ,I,AKORANGA DRIVE,201444743,23/08/2014,Sat,500,FE,4N1C,181A ,,R,D,DO,F ,T,T,C,50,0,0,0,,,1757014,5925861
Auckland,ALBANY BUSWAY OFF,, ,I,ALBANY BUSWAY ON,201447508,27/10/2014,Mon,1538,DB,CN1,131A 504A ,T,E,D,O ,F ,X,S,N,80,0,0,0,,,1753035,5934560
Auckland,ALBANY EXPRESSWAY,, ,I,ALBANY HIGHWAY,201437112,30/05/2014,Fri,2325,LB,4N1C,323B 334B ,,R,D,DO,F ,X,T,C,50,0,0,0,,,1751629,5934054
Auckland,ALBANY EXPRESSWAY,, ,I,ALBANY HIGHWAY,201449557,22/12/2014,Mon,1915,LB,CN1C,303B 382B ,,R,D,TO,F ,X,T,C,50,0,0,0,,,1751629,5934054
Auckland,ALBANY EXPRESSWAY,, ,I,BUSH ROAD,201410352,11/01/2014,Sat,2323,LB,4W1C,323B ,,R,D,DO,F ,X,T,R,80,0,0,1,,,1752494,5933313
Auckland,ALBANY EXPRESSWAY,5,W, ,DATA WAY,201444316,04/09/2014,Thu,1649,FD,CE1C4,112A 181A 331A 801 ,,R,W,O ,L ,T,N,R,50,0,0,0,,,1752832,5933223
Auckland,ALBANY EXPRESSWAY,, ,I,GREVILLE ON NBD,201442892,04/09/2014,Thu,1005,AC,CE1C,372A 381A 817 ,,E,D,B ,F ,R,G,C,50,0,0,0,,,1753273,5933085
Auckland,ALBANY EXPRESSWAY,, ,I,GREVILLE ROAD,201438862,04/07/2014,Fri,1300,AO,CN1C,381A ,,E,D,BF,F ,R,G,R,50,0,0,0,,,1753257,5933067
Auckland,ALBANY EXPRESSWAY,, ,I,GREVILLE ROAD,201434638,22/04/2014,Tue,1216,AA,TS1C,372A ,,S,D,BF,F ,R,G,C,50,0,0,0,,,1753273,5933085
Auckland,ALBANY EXPRESSWAY,, ,I,GREVILLE ROAD,201433551,12/04/2014,Sat,,GF,CS1C,381A ,,M,D,BF,F ,R,G,R,50,0,0,0,,,1753262,5933079
Auckland,ALBANY EXPRESSWAY,, ,I,GREVILLE ROAD,201443875,23/08/2014,Sat,1154,FB,CE14,181A ,,E,D,BF,F ,R,G,R,50,0,0,0,,,1753258,5933082
Auckland,ALBANY EXPRESSWAY,, ,I,MERCARI WAY,201446306,13/09/2014,Sat,1429,AC,CW1CC,331A 372A ,,R,D,BF,F ,X,T,C,70,0,0,0,,,1752502,5933324
Auckland,ALBANY EXPRESSWAY,, ,I,MERCARI WAY,201436741,23/05/2014,Fri,1535,HA,CS2C,322A 334A ,,R,D,B ,F ,X,T,R,80,0,0,0,,,1752502,5933324
Auckland,ALBANY EXPRESSWAY,, ,I,MERCARI WAY,201445471,31/03/2014,Mon,1815,FB,CS1C,331A 387A 357B ,,R,D,B ,F ,X,T,C,50,0,0,0,,,1752502,5933324
Auckland,ALBANY EXPRESSWAY,30,W, ,TAWA DRIVE,201442058,31/07/2014,Thu,1750,AA,VW1V,184A 372A ,,R,D,BF,F , ,N,C,70,0,0,0,,,1753232,5933085
Auckland,ALBANY EXPRESSWAY,100,W, ,TAWA DRIVE,201446347,14/09/2014,Sun,1300,AA,CW1C,184A 372A ,,R,D,BF,F , ,N,C,70,0,0,0,,,1753171,5933118
Auckland,ALBANY EXPRESSWAY,, ,I,TAWA DRIVE,201432392,11/03/2014,Tue,1328,GB,CE14,173A ,,M,D,B ,F ,R,G,C,80,0,0,0,,,1753262,5933079
Auckland,ALBANY EXPRESSWAY,, ,I,UNIVERSITY AVENUE,201438634,08/06/2014,Sun,1726,FE,CW1CC,181A 181B ,,R,D,TO,F ,T,T,C,80,0,0,0,,,1752142,5933575
Auckland,ALBANY HIGHWAY,430,S, ,ALBANY EXPRESSWAY,201440924,01/07/2014,Tue,1532,DA,CS1,133A 801 926 ,CV,E,W,ON,H ,D,N,C,50,0,0,0,,,1751493,5933662
Auckland,ALBANY HIGHWAY,, ,I,ALBANY HIGHWAY OFF EBD,201440513,08/07/2014,Tue,1805,KB,CS1C,322A 358A 801 ,,R,W,DO,L ,X,T,C,50,0,0,0,,,1752032,5930706
Auckland,ALBANY HIGHWAY,, ,I,ALBANY HIGHWAY OFF EBD,201417459,06/10/2014,Mon,1558,FB,VN1C,181A ,,R,D,OF,F ,X,T,C,50,0,0,1,,,1752032,5930706
Auckland,ALBANY HIGHWAY,, ,I,ALBANY HIGHWAY OFF EBD,201441223,16/07/2014,Wed,1607,JA,4N1C,323B 334B ,,R,D,DO,F ,X,T,C,50,0,0,0,,,1752032,5930706
Auckland,ALBANY HIGHWAY,20,N, ,APPLEBY ROAD,201447226,12/11/2014,Wed,1634,FD,CN1C,181A 191A 402A 800 ,,R,W,O ,F , , ,C,50,0,0,0,,,1751180,5931736
Auckland,ALBANY HIGHWAY,15,S, ,ASHBY PLACE,201432042,04/02/2014,Tue,2024,AC,CN14,198A 330A ,,R,D,DO,F , , ,R,50,0,0,0,,,1752172,5930589
Auckland,ALBANY HIGHWAY,100,N, ,BUSH ROAD,201443036,04/09/2014,Thu,702,AA,CS14,372A ,,R,D,B ,F , , ,P,50,0,0,0,,,1751789,5930939
Auckland,ALBANY HIGHWAY,10,S, ,BUSH ROAD,201438591,25/06/2014,Wed,1138,FE,CN1CC,331A 402A 801 ,,R,W,O ,L ,X,T,R,50,0,0,0,,,1751894,5930859
Auckland,ALBANY HIGHWAY,200,S, ,BUSH ROAD,201444213,09/09/2014,Tue,1650,FA,CS1C,331A ,,R,D,TF,F , , ,R,50,0,0,0,,,1752022,5930718
Auckland,ALBANY HIGHWAY,, ,I,BUSH ROAD,201440967,21/08/2014,Thu,633,LB,CS1C,303B 334B ,,R,W,DO,F ,X,T,C,50,0,0,0,,,1751870,5930883
Auckland,ALBANY HIGHWAY,, ,I,DAIRY FLAT HIGHWAY,201416491,12/09/2014,Fri,1530,FE,4N1C,181A 331A 403A ,,R,D,O ,F ,X,T,C,50,0,1,0,,,1751629,5934054
Auckland,ALBANY HIGHWAY,100,S, ,LIBRARY LANE,201433713,02/04/2014,Wed,955,FA,CS14,181A ,,R,D,B ,F , , ,P,50,0,0,0,,,1751543,5933855
Auckland,ALBANY HIGHWAY,20,S, ,OAKWAY DRIVE,201438863,17/06/2014,Tue,820,FE,CN1C,181A ,,R,W,OF,L , ,T,P,50,0,0,0,,,1751232,5931425
Auckland,ALBANY HIGHWAY,, ,I,OAKWAY DRIVE,201444335,26/09/2014,Fri,1222,GF,CN1C,172A 355A 372A 404A ,,E,D,O ,F ,T,T,C,50,0,0,0,,,1751223,5931443
Auckland,ALBANY HIGHWAY,20,N, ,ROSEDALE ROAD,201436736,26/05/2014,Mon,2215,FD,4S14C,331A 355A ,,R,D,DO,F ,R,S,C,50,0,0,0,,,1751131,5932339
Auckland,ALBANY HIGHWAY,5,S, ,ROSEDALE ROAD,201434205,18/03/2014,Tue,947,FB,CN1C,181A 387A 191B ,,R,D,B ,F ,R,S,C,50,0,0,0,,,1751135,5932289
Auckland,ALBANY HIGHWAY,, ,I,ROSEDALE ROAD,201445596,26/06/2014,Thu,1718,FD,CS1C,181A 331A ,,R,W,OO,L ,R,G,C,50,0,0,0,,,1751136,5932274
Auckland,ALBANY HIGHWAY,, ,I,ROTHWELL AVENUE,201434209,12/03/2014,Wed,1300,JA,CS1C,302B ,,R,D,O ,F ,T,G,R,50,0,0,0,,,1751584,5931091
Auckland,ALBANY HIGHWAY,, ,I,ROTHWELL AVENUE,201443104,12/08/2014,Tue,1458,JA,VE1C,302B ,,R,D,O ,F ,T,G,C,50,0,0,0,,,1751584,5931091
Auckland,ALBANY HIGHWAY,200,S, ,SCHNAPPER ROCK ROAD E,201431898,20/02/2014,Thu,1600,MC,4S1C,372B ,,R,D,OF,F , ,N,C,50,0,0,0,,,1752072,5930674
Auckland,ALBANY HIGHWAY,30,N, ,SUNSET ROAD,201437517,21/05/2014,Wed,1715,FD,CS1C,181A ,,R,W,TF,L , , ,C,50,0,0,0,,,1753365,5929825
Auckland,ALBANY HIGHWAY,30,N, ,SUNSET ROAD,201437408,29/05/2014,Thu,1546,FD,CS1C,331A ,,R,W,O ,F , , ,C,50,0,0,0,,,1753365,5929825
